episode,score,average score,best score
971,285.7,546.6,546.6
972,11.7,546.1,546.6




973,140.0,546.9,546.9




974,272.8,549.0,549.0
975,25.5,548.7,549.0




976,274.2,550.9,550.9




977,140.4,551.7,551.7
978,22.5,551.3,551.7
979,56.9,551.3,551.7




980,554.1,556.2,556.2




981,145.1,557.0,557.0




982,83.4,557.2,557.2
983,38.2,557.0,557.2
984,58.0,544.4,557.2
985,268.8,546.4,557.2
986,138.0,547.5,557.2
987,77.6,545.4,557.2
988,39.9,544.9,557.2
989,32.2,544.2,557.2
990,212.8,525.4,557.2
991,111.2,504.9,557.2
992,90.8,484.4,557.2
993,65.6,461.9,557.2
994,72.7,452.9,557.2
995,353.9,452.2,557.2
996,2392.1,475.7,557.2
997,133.9,476.5,557.2
998,78.6,470.1,557.2
999,61.6,469.5,557.2
1000,212.4,450.2,557.2
1001,180.0,448.5,557.2
1002,117.2,449.0,557.2
1003,129.5,448.4,557.2
1004,39.8,446.1,557.2
1005,138.6,445.8,557.2
1006,108.1,442.8,557.2
1007,70.4,441.4,557.2
1008,198.4,441.1,557.2
1009,119.2,441.7,557.2
1010,95.6,441.7,557.2
1011,80.1,440.5,557.2
1012,235.0,442.3,557.2
1013,417.1,444.3,557.2
1014,52.5,436.8,557.2
1015,200.0,418.9,557.2
1016,166.8,397.3,557.2
1017,121.0,374.9,557.2
1018,281.1,366.8,557.2
1019,206.4,345.5,557.2
1020,96.7,336.7,557.2
1021,1508.2,345.3,557.2
1022,52.8,327.8,557.2
1023,43.4,304.9,557.2
1024,92.2,283.4,557.2
1025,218.5,263.7,557.2
1026,190.8,256.3,557.2
1027,81.2,254.1,557.2
1028,241.6,245.1,557.2
1029,124.5,240.7,557.2
1030,133.7,236.3,557.2
1031,53.8,236.0,557.2
1032,253.9,235.8,557.2
1033,241.3,215.5,557.2
1034,356.4,217.7,557.2
1035,18.5,206.3,557.2
1036,350.1,198.4,557.2
1037,221.6,199.7,557.2
1038,341.1,201.7,557.2
1039,110.6,202.5,557.2
1040,141.8,196.4,557.2
1041,126.1,193.9,557.2
1042,113.2,194.0,557.2
1043,168.0,171.5,557.2
1044,79.5,171.2,557.2
1045,101.7,171.9,557.2
1046,260.7,174.2,557.2
1047,118.3,174.4,557.2
1048,191.5,175.5,557.2
1049,104.1,175.9,557.2
1050,132.5,176.6,557.2
1051,249.7,178.9,557.2
1052,743.1,185.6,557.2
1053,97.3,186.4,557.2
1054,117.4,186.6,557.2
1055,223.7,188.1,557.2
1056,84.4,188.0,557.2
1057,192.7,189.2,557.2
1058,204.6,189.5,557.2
1059,535.7,193.0,557.2
1060,81.2,192.9,557.2
1061,101.2,193.7,557.2
1062,134.2,194.8,557.2
1063,19.6,193.9,557.2
1064,79.6,194.0,557.2
1065,116.2,194.0,557.2
1066,111.7,194.1,557.2
1067,111.4,195.0,557.2
1068,61.5,194.5,557.2
1069,113.3,190.7,557.2
1070,75.0,191.3,557.2
1071,146.3,189.9,557.2
1072,114.7,190.9,557.2
1073,114.9,190.7,557.2
1074,53.6,188.5,557.2
1075,122.0,189.4,557.2
1076,126.0,188.0,557.2
1077,110.3,187.7,557.2
1078,120.2,188.6,557.2
1079,116.4,189.2,557.2
1080,78.0,184.5,557.2
1081,131.8,184.3,557.2
1082,36.3,183.9,557.2
1083,81.0,184.3,557.2
1084,70.2,184.4,557.2
1085,210.6,183.8,557.2
1086,108.5,183.5,557.2
1087,90.3,183.7,557.2
1088,153.2,184.8,557.2
1089,106.7,185.5,557.2
1090,107.7,184.5,557.2
1091,81.9,184.2,557.2
1092,56.2,183.9,557.2
1093,89.6,184.1,557.2
1094,200.6,185.4,557.2
1095,113.3,183.0,557.2
1096,79.5,159.8,557.2
1097,115.4,159.7,557.2
1098,132.1,160.2,557.2
1099,120.4,160.8,557.2
1100,55.5,159.2,557.2
1101,17.1,157.6,557.2
1102,111.9,157.5,557.2
1103,116.8,157.4,557.2
1104,22.3,157.2,557.2
1105,139.7,157.2,557.2
1106,514.3,161.3,557.2
1107,112.5,161.7,557.2
1108,123.6,161.0,557.2
1109,113.6,160.9,557.2
1110,114.7,161.1,557.2
1111,131.0,161.6,557.2
1112,130.7,160.6,557.2
1113,2264.7,179.0,557.2
1114,134.0,179.9,557.2
1115,171.0,179.6,557.2
1116,122.1,179.1,557.2
1117,101.1,178.9,557.2
1118,112.4,177.2,557.2
1119,100.0,176.2,557.2
1120,125.0,176.5,557.2
1121,116.7,162.5,557.2
1122,123.1,163.2,557.2
1123,129.1,164.1,557.2
1124,102.6,164.2,557.2
1125,103.0,163.1,557.2
1126,124.3,162.4,557.2
1127,114.8,162.7,557.2
1128,93.8,161.2,557.2
1129,114.9,161.2,557.2
1130,115.7,161.0,557.2
1131,131.2,161.7,557.2
1132,117.1,160.4,557.2
1133,117.1,159.1,557.2
1134,123.0,156.8,557.2
1135,119.9,157.8,557.2
1136,117.8,155.5,557.2
1137,118.9,154.5,557.2
1138,103.5,152.1,557.2
1139,120.5,152.2,557.2
1140,114.2,151.9,557.2
1141,95.5,151.6,557.2
1142,100.0,151.5,557.2
1143,118.8,151.0,557.2
1144,119.4,151.4,557.2
1145,32.5,150.7,557.2
1146,84.5,148.9,557.2
1147,116.7,148.9,557.2
1148,123.7,148.2,557.2
1149,103.7,148.2,557.2
1150,85.4,147.8,557.2
1151,97.7,146.2,557.2
1152,105.4,139.9,557.2
1153,119.7,140.1,557.2
1154,458.0,143.5,557.2
1155,98.6,142.2,557.2
1156,99.0,142.4,557.2
1157,848.2,148.9,557.2
1158,108.9,148.0,557.2
1159,36.0,143.0,557.2
1160,82.0,143.0,557.2
1161,100.0,143.0,557.2
1162,99.4,142.6,557.2
1163,119.8,143.6,557.2
1164,18.1,143.0,557.2
1165,123.3,143.1,557.2
1166,115.3,143.1,557.2
1167,82.7,142.8,557.2
1168,89.8,143.1,557.2
1169,98.3,143.0,557.2
1170,108.4,143.3,557.2
1171,117.1,143.0,557.2
1172,92.4,142.8,557.2
1173,106.5,142.7,557.2
1174,94.8,143.1,557.2
1175,102.4,142.9,557.2
1176,82.7,142.5,557.2
1177,87.2,142.3,557.2
1178,150.9,142.6,557.2
1179,129.8,142.7,557.2
1180,18.0,142.1,557.2
1181,118.7,142.0,557.2
1182,116.9,142.8,557.2
1183,109.4,143.1,557.2
1184,123.8,143.6,557.2
1185,137.9,142.9,557.2
1186,117.8,143.0,557.2
1187,79.1,142.9,557.2
1188,117.4,142.5,557.2
1189,105.0,142.5,557.2
1190,73.6,142.1,557.2
1191,99.0,142.3,557.2
1192,116.2,142.9,557.2
1193,106.9,143.1,557.2
1194,124.1,142.3,557.2
1195,114.9,142.3,557.2
1196,122.8,142.8,557.2
1197,124.7,142.9,557.2
1198,222.9,143.8,557.2
1199,111.7,143.7,557.2
1200,106.3,144.2,557.2
1201,135.2,145.4,557.2
1202,111.4,145.4,557.2
1203,128.3,145.5,557.2
1204,24.5,145.5,557.2
1205,33.6,144.4,557.2
1206,121.8,140.5,557.2
1207,121.9,140.6,557.2
1208,96.2,140.3,557.2
1209,115.4,140.4,557.2
1210,124.1,140.5,557.2
1211,30.6,139.4,557.2
1212,120.4,139.3,557.2
1213,119.6,117.9,557.2
1214,99.5,117.5,557.2
1215,125.2,117.1,557.2
1216,119.3,117.1,557.2
1217,110.8,117.2,557.2
1218,113.8,117.2,557.2
1219,39.3,116.6,557.2
1220,117.2,116.5,557.2
1221,113.0,116.5,557.2
1222,115.4,116.4,557.2
1223,114.7,116.2,557.2
1224,107.1,116.3,557.2
1225,114.6,116.4,557.2
1226,63.4,115.8,557.2
1227,107.7,115.7,557.2
1228,120.2,116.0,557.2
1229,110.7,115.9,557.2
1230,17.7,115.0,557.2
1231,114.8,114.8,557.2
1232,125.6,114.9,557.2
1233,115.2,114.9,557.2
1234,112.1,114.7,557.2
1235,113.4,114.7,557.2
1236,109.8,114.6,557.2
1237,110.0,114.5,557.2
1238,112.4,114.6,557.2
1239,113.4,114.5,557.2
1240,33.0,113.7,557.2
1241,161.1,114.4,557.2
1242,112.5,114.5,557.2
1243,114.3,114.5,557.2
1244,124.7,114.5,557.2
1245,122.8,115.4,557.2
1246,111.9,115.7,557.2
1247,109.6,115.6,557.2
1248,71.9,115.1,557.2
1249,118.8,115.2,557.2
1250,323.0,117.6,557.2
1251,121.0,117.9,557.2
1252,127.0,118.1,557.2
1253,26.5,117.1,557.2
1254,120.7,113.8,557.2
1255,120.5,114.0,557.2
1256,48.1,113.5,557.2
1257,125.4,106.3,557.2
1258,39.4,105.6,557.2
1259,118.7,106.4,557.2
1260,207.7,107.6,557.2
1261,128.8,107.9,557.2
1262,131.6,108.3,557.2
1263,434.7,111.4,557.2
1264,162.4,112.8,557.2
1265,36.1,112.0,557.2
1266,33.9,111.2,557.2
1267,36.6,110.7,557.2
1268,34.0,110.1,557.2
1269,121.6,110.4,557.2
1270,41.0,109.7,557.2
1271,210.6,110.6,557.2
1272,55.6,110.3,557.2
1273,33.3,109.5,557.2
1274,197.7,110.6,557.2
1275,34.8,109.9,557.2
1276,12.7,109.2,557.2
1277,41.8,108.7,557.2
1278,12.0,107.3,557.2
1279,42.6,106.5,557.2
1280,12.7,106.4,557.2
1281,303.1,108.3,557.2
1282,197.5,109.1,557.2
1283,41.3,108.4,557.2
1284,140.9,108.6,557.2
1285,109.7,108.3,557.2
1286,118.6,108.3,557.2
1287,112.1,108.6,557.2
1288,175.3,109.2,557.2
1289,138.4,109.5,557.2
1290,63.5,109.4,557.2
1291,118.7,109.6,557.2
1292,39.8,108.9,557.2
1293,34.7,108.1,557.2
1294,35.4,107.2,557.2
1295,116.1,107.3,557.2
1296,135.0,107.4,557.2
1297,120.6,107.3,557.2
1298,113.4,106.2,557.2
1299,149.9,106.6,557.2
1300,158.8,107.2,557.2
1301,142.5,107.2,557.2
1302,155.9,107.7,557.2
1303,235.6,108.7,557.2
1304,148.3,110.0,557.2
1305,200.0,111.6,557.2
1306,127.4,111.7,557.2
1307,2055.9,131.0,557.2
1308,2073.9,150.8,557.2
1309,359.5,153.3,557.2
1310,145.6,153.5,557.2
1311,1865.5,171.8,557.2
1312,2007.2,190.7,557.2
1313,2013.3,209.6,557.2
1314,2016.7,228.8,557.2
1315,2073.2,248.3,557.2
1316,2033.7,267.4,557.2
1317,1770.0,284.0,557.2
1318,239.2,285.3,557.2
1319,132.4,286.2,557.2
1320,1605.8,301.1,557.2
1321,108.2,301.0,557.2
1322,152.8,301.4,557.2
1323,43.0,300.7,557.2
1324,181.7,301.4,557.2
1325,228.5,302.6,557.2
1326,1457.1,316.5,557.2
1327,1661.9,332.1,557.2
1328,92.6,331.8,557.2
1329,77.8,331.5,557.2
1330,793.2,339.2,557.2
1331,291.4,341.0,557.2
1332,129.5,341.0,557.2
1333,311.2,343.0,557.2
1334,384.4,345.7,557.2
1335,149.8,346.1,557.2
1336,322.3,348.2,557.2
1337,92.0,348.0,557.2
1338,245.9,349.3,557.2
1339,81.9,349.0,557.2
1340,301.8,351.7,557.2
1341,98.0,351.1,557.2
1342,236.5,352.3,557.2
1343,107.5,352.3,557.2
1344,731.4,358.3,557.2
1345,198.6,359.1,557.2
1346,75.3,358.7,557.2
1347,1701.0,374.6,557.2
1348,188.4,375.8,557.2
1349,508.9,379.7,557.2
1350,338.4,379.8,557.2
1351,505.0,383.7,557.2
1352,118.2,383.6,557.2
1353,108.2,384.4,557.2
1354,134.7,384.6,557.2
1355,117.8,384.5,557.2
1356,2134.4,405.4,557.2
1357,136.6,405.5,557.2
1358,1507.2,420.2,557.2
1359,2116.4,440.2,557.2
1360,151.2,439.6,557.2
1361,1473.2,453.0,557.2
1362,455.4,456.3,557.2
1363,2024.2,472.2,557.2
1364,2121.6,491.8,557.2
1365,2085.1,512.3,557.2
1366,338.9,515.3,557.2
1367,130.7,516.2,557.2
1368,1206.6,528.0,557.2
1369,1248.0,539.2,557.2
1370,192.0,540.7,557.2
1371,128.1,539.9,557.2
1372,110.8,540.5,557.2
1373,216.4,542.3,557.2
1374,1065.9,551.0,557.2
1375,160.6,552.2,557.2




1376,2135.4,573.5,573.5




1377,167.5,574.7,574.7




1378,1200.5,586.6,586.6




1379,224.2,588.4,588.4




1380,2040.5,608.7,608.7




1381,2125.4,626.9,626.9
1382,83.8,625.8,626.9




1383,843.9,633.8,633.8
1384,139.7,633.8,633.8




1385,161.7,634.3,634.3




1386,219.1,635.3,635.3
1387,81.6,635.0,635.3
1388,28.9,633.6,635.3
1389,17.9,632.4,635.3




1390,509.0,636.8,636.8




1391,149.4,637.1,637.1




1392,42.1,637.1,637.1




1393,97.2,637.8,637.8




1394,82.4,638.2,638.2
1395,36.7,637.4,638.2




1396,2027.9,656.4,656.4
1397,23.1,655.4,656.4
1398,140.1,655.7,656.4
1399,84.3,655.0,656.4
1400,88.5,654.3,656.4
1401,52.5,653.4,656.4
1402,53.0,652.4,656.4




1403,1626.4,666.3,666.3
1404,73.3,665.5,666.3
1405,55.4,664.1,666.3
1406,81.0,663.6,666.3
1407,43.6,643.5,666.3
1408,26.7,623.0,666.3
1409,105.8,620.5,666.3
1410,92.0,620.0,666.3
1411,14.9,601.5,666.3
1412,77.4,582.2,666.3
1413,28.0,562.3,666.3
1414,56.9,542.7,666.3
1415,212.9,524.1,666.3
1416,597.2,509.7,666.3
1417,124.6,493.3,666.3
1418,249.8,493.4,666.3
1419,2049.4,512.6,666.3
1420,33.1,496.8,666.3
1421,2026.5,516.0,666.3
1422,76.3,515.3,666.3
1423,2011.3,534.9,666.3
1424,1624.1,549.4,666.3
1425,155.8,548.6,666.3
1426,337.8,537.4,666.3
1427,488.9,525.7,666.3
1428,152.3,526.3,666.3
1429,246.3,528.0,666.3
1430,200.3,522.1,666.3
1431,2071.8,539.9,666.3
1432,123.6,539.8,666.3
1433,133.9,538.0,666.3
1434,468.5,538.9,666.3
1435,145.5,538.8,666.3
1436,315.4,538.8,666.3
1437,1203.0,549.9,666.3
1438,2046.5,567.9,666.3
1439,2137.8,588.4,666.3
1440,2026.2,605.7,666.3
1441,310.5,607.8,666.3
1442,357.1,609.0,666.3
1443,114.5,609.1,666.3
1444,2014.5,621.9,666.3
1445,28.8,620.2,666.3
1446,131.3,620.8,666.3
1447,23.2,604.0,666.3
1448,519.3,607.3,666.3
1449,2032.9,622.5,666.3
1450,2008.1,639.2,666.3
1451,2008.6,654.3,666.3




1452,2006.6,673.2,673.2




1453,2005.1,692.1,692.1
1454,130.6,692.1,692.1
1455,73.2,691.6,692.1
1456,2005.8,690.4,692.1
1457,63.8,689.6,692.1
1458,107.7,675.6,692.1
1459,61.4,655.1,692.1
1460,69.9,654.3,692.1
1461,2003.3,659.6,692.1
1462,141.4,656.4,692.1
1463,125.8,637.4,692.1
1464,132.8,617.6,692.1
1465,130.2,598.0,692.1
1466,131.9,595.9,692.1
1467,130.7,595.9,692.1
1468,67.3,584.5,692.1
1469,146.7,573.5,692.1
1470,61.0,572.2,692.1
1471,144.4,572.4,692.1
1472,127.4,572.6,692.1
1473,124.5,571.6,692.1
1474,129.7,562.3,692.1
1475,61.1,561.3,692.1
1476,61.0,540.5,692.1
1477,124.4,540.1,692.1
1478,79.1,528.9,692.1
1479,144.7,528.1,692.1
1480,81.7,508.5,692.1
1481,133.6,488.6,692.1
1482,137.8,489.1,692.1
1483,141.9,482.1,692.1
1484,62.9,481.3,692.1
1485,127.4,481.0,692.1
1486,132.5,480.1,692.1
1487,140.2,480.7,692.1
1488,143.4,481.9,692.1
1489,131.9,483.0,692.1
1490,142.1,479.3,692.1
1491,78.2,478.6,692.1
1492,158.1,479.8,692.1
1493,136.8,480.2,692.1
1494,155.1,480.9,692.1
1495,150.2,482.0,692.1
1496,69.1,462.4,692.1
1497,46.6,462.7,692.1
1498,140.1,462.7,692.1
1499,69.5,462.5,692.1
1500,289.5,464.5,692.1
1501,143.0,465.4,692.1
1502,146.5,466.4,692.1
1503,81.1,450.9,692.1
1504,48.8,450.7,692.1
1505,128.2,451.4,692.1
1506,139.4,452.0,692.1
1507,123.1,452.8,692.1
1508,47.1,453.0,692.1
1509,67.0,452.6,692.1
1510,65.0,452.3,692.1
1511,131.1,453.5,692.1
1512,133.6,454.1,692.1
1513,164.3,455.4,692.1
1514,388.3,458.7,692.1
1515,144.3,458.1,692.1
1516,87.9,453.0,692.1
1517,30.1,452.0,692.1
1518,48.0,450.0,692.1
1519,59.0,430.1,692.1
1520,29.7,430.1,692.1
1521,34.1,410.1,692.1
1522,133.6,410.7,692.1
1523,32.4,390.9,692.1
1524,157.0,376.2,692.1
1525,250.6,377.2,692.1
1526,105.1,374.9,692.1
1527,129.9,371.3,692.1
1528,124.0,371.0,692.1
1529,35.7,368.9,692.1
1530,28.6,367.2,692.1
1531,58.6,347.0,692.1
1532,123.5,347.0,692.1
1533,98.1,346.7,692.1
1534,123.6,343.2,692.1
1535,124.5,343.0,692.1
1536,129.1,341.2,692.1
1537,36.5,329.5,692.1
1538,129.9,310.3,692.1
1539,545.0,294.4,692.1
1540,148.4,275.6,692.1
1541,124.8,273.8,692.1
1542,133.5,271.5,692.1
1543,132.1,271.7,692.1
1544,73.9,252.3,692.1
1545,45.6,252.5,692.1
1546,146.5,252.6,692.1
1547,35.3,252.7,692.1
1548,29.3,247.8,692.1
1549,34.7,227.9,692.1
1550,79.6,208.6,692.1
1551,34.4,188.8,692.1
1552,30.1,169.1,692.1
1553,33.3,149.4,692.1
1554,67.1,148.7,692.1
1555,33.4,148.3,692.1
1556,33.4,128.6,692.1
1557,69.6,128.7,692.1
1558,36.3,127.9,692.1
1559,132.8,128.7,692.1
1560,37.0,128.3,692.1
1561,27.3,108.6,692.1
1562,34.3,107.5,692.1
1563,36.1,106.6,692.1
1564,31.5,105.6,692.1
1565,29.9,104.6,692.1
1566,33.0,103.6,692.1
1567,30.7,102.6,692.1
1568,127.0,103.2,692.1
1569,30.7,102.0,692.1
1570,30.2,101.7,692.1
1571,121.2,101.5,692.1
1572,128.2,101.5,692.1
1573,121.2,101.5,692.1
1574,32.7,100.5,692.1
1575,126.7,101.1,692.1
1576,136.1,101.9,692.1
1577,33.2,101.0,692.1
1578,200.3,102.2,692.1
1579,135.0,102.1,692.1
1580,34.8,101.6,692.1
1581,32.8,100.6,692.1
1582,35.5,99.6,692.1
1583,34.2,98.5,692.1
1584,128.9,99.2,692.1
1585,29.4,98.2,692.1
1586,32.6,97.2,692.1
1587,122.7,97.0,692.1
1588,138.7,97.0,692.1
1589,122.1,96.9,692.1
1590,28.8,95.8,692.1
1591,33.5,95.3,692.1
1592,25.3,94.0,692.1
1593,28.4,92.9,692.1
1594,150.2,92.8,692.1
1595,30.7,91.6,692.1
1596,30.6,91.3,692.1
1597,106.8,91.9,692.1
1598,121.7,91.7,692.1
1599,134.4,92.3,692.1
1600,32.0,89.8,692.1
1601,31.5,88.6,692.1
1602,31.0,87.5,692.1
1603,124.2,87.9,692.1
1604,37.3,87.8,692.1
1605,31.4,86.8,692.1
1606,125.7,86.7,692.1
1607,125.3,86.7,692.1
1608,121.0,87.5,692.1
1609,32.7,87.1,692.1
1610,26.3,86.7,692.1
1611,29.8,85.7,692.1
1612,148.2,85.9,692.1
1613,32.4,84.5,692.1
1614,119.9,81.9,692.1
1615,188.2,82.3,692.1
1616,137.5,82.8,692.1
1617,137.6,83.9,692.1
1618,126.9,84.7,692.1
1619,157.2,85.6,692.1
1620,168.5,87.0,692.1
1621,130.1,88.0,692.1
1622,126.0,87.9,692.1
1623,136.4,89.0,692.1
1624,2012.3,107.5,692.1
1625,126.2,106.3,692.1
1626,137.0,106.6,692.1
1627,138.6,106.7,692.1
1628,27.6,105.7,692.1
1629,2016.3,125.5,692.1
1630,154.6,126.8,692.1
1631,128.6,127.5,692.1
1632,160.9,127.8,692.1
1633,134.4,128.2,692.1
1634,128.7,128.3,692.1
1635,134.9,128.4,692.1
1636,135.5,128.4,692.1
1637,134.1,129.4,692.1
1638,163.4,129.7,692.1
1639,130.3,125.6,692.1
1640,131.6,125.4,692.1
1641,2021.1,144.4,692.1
1642,137.6,144.4,692.1
1643,2017.6,163.3,692.1
1644,134.0,163.9,692.1
1645,2021.3,183.6,692.1
1646,2079.1,203.0,692.1
1647,2029.1,222.9,692.1
1648,2005.4,242.7,692.1
1649,2005.6,262.4,692.1
1650,2006.6,281.6,692.1
1651,2006.7,301.4,692.1
1652,2005.2,321.1,692.1
1653,2004.3,340.8,692.1
1654,2036.9,360.5,692.1
1655,2008.4,380.3,692.1
1656,2016.5,400.1,692.1
1657,2065.8,420.1,692.1
1658,2069.5,440.4,692.1
1659,2071.0,459.8,692.1
1660,2091.0,480.3,692.1
1661,2077.7,500.8,692.1
1662,717.2,507.7,692.1
1663,2046.3,527.8,692.1
1664,1126.2,538.7,692.1
1665,2046.1,558.9,692.1
1666,2039.0,578.9,692.1
1667,2034.7,599.0,692.1
1668,2031.7,618.0,692.1
1669,2059.4,638.3,692.1
1670,2063.0,658.6,692.1
1671,2065.1,678.1,692.1




1672,2065.8,697.4,697.4




1673,2065.2,716.9,716.9




1674,2065.3,737.2,737.2




1675,2068.9,756.6,756.6
1676,49.7,755.8,756.6




1677,2065.6,776.1,776.1




1678,2065.7,794.7,794.7




1679,2066.2,814.1,814.1




1680,2067.7,834.4,834.4




1681,2064.6,854.7,854.7




1682,2067.2,875.0,875.0




1683,2002.4,894.7,894.7




1684,2009.0,913.5,913.5




1685,2015.0,933.4,933.4




1686,2056.8,953.6,953.6




1687,1062.6,963.0,963.0




1688,1742.1,979.0,979.0
1689,60.0,978.4,979.0




1690,2066.7,998.8,998.8




1691,974.7,1008.2,1008.2




1692,2007.6,1028.0,1028.0




1693,2001.8,1047.8,1047.8




1694,2008.3,1066.3,1066.3




1695,1908.0,1085.1,1085.1




1696,1406.1,1098.9,1098.9




1697,2005.5,1117.9,1117.9




1698,2009.2,1136.7,1136.7




1699,2008.2,1155.5,1155.5




1700,1393.0,1169.1,1169.1




1701,2105.2,1189.8,1189.8




1702,2008.9,1209.6,1209.6




1703,1834.9,1226.7,1226.7




1704,2010.6,1246.4,1246.4




1705,2005.1,1266.2,1266.2
1706,39.4,1265.3,1266.2




1707,252.9,1266.6,1266.6




1708,431.2,1269.7,1269.7




1709,424.4,1273.6,1273.6




1710,53.3,1273.9,1273.9




1711,36.8,1273.9,1273.9




1712,2009.3,1292.6,1292.6




1713,1766.2,1309.9,1309.9




1714,286.8,1311.6,1311.6




1715,321.8,1312.9,1312.9




1716,291.8,1314.4,1314.4




1717,280.2,1315.9,1315.9




1718,848.1,1323.1,1323.1




1719,324.3,1324.8,1324.8




1720,278.8,1325.9,1325.9




1721,289.7,1327.5,1327.5




1722,2004.9,1346.2,1346.2




1723,2001.4,1364.9,1364.9
1724,2002.8,1364.8,1364.9




1725,217.4,1365.7,1365.7




1726,2060.0,1384.9,1384.9




1727,2054.6,1404.1,1404.1




1728,381.3,1407.6,1407.6
1729,352.9,1391.0,1407.6
1730,649.9,1396.0,1407.6
1731,342.2,1398.1,1407.6
1732,255.1,1399.0,1407.6
1733,242.2,1400.1,1407.6




1734,1129.8,1410.1,1410.1




1735,556.3,1414.3,1414.3




1736,2132.7,1434.3,1434.3




1737,2071.9,1453.7,1453.7




1738,2062.7,1472.7,1472.7




1739,2051.2,1491.9,1491.9
1740,41.0,1491.0,1491.9
1741,1703.7,1487.8,1491.9




1742,2033.4,1506.8,1506.8
1743,71.3,1487.3,1506.8
1744,21.9,1486.2,1506.8
1745,2038.4,1486.3,1506.8
1746,2002.1,1485.6,1506.8
1747,2028.4,1485.6,1506.8
1748,109.9,1466.6,1506.8
1749,90.5,1447.5,1506.8
1750,2001.3,1447.4,1506.8
1751,134.6,1428.7,1506.8
1752,89.6,1409.5,1506.8
1753,46.6,1390.0,1506.8
1754,41.5,1370.0,1506.8
1755,577.5,1355.7,1506.8
1756,100.4,1336.5,1506.8
1757,1005.1,1325.9,1506.8
1758,127.1,1306.5,1506.8
1759,162.9,1287.4,1506.8
1760,271.5,1269.2,1506.8
1761,2018.9,1268.6,1506.8
