episode,score,average score,best score,epsilon,steps
3721,94.72901481,49.96744284,68.36130096,0.796731,203300
3722,41.37389319,50.25995302,68.36130096,0.79668,203351
3723,16.65197921,50.2736126,68.36130096,0.796659,203372
3724,37.3596988,50.4999891,68.36130096,0.796615,203416
3725,86.77986816,50.90640114,68.36130096,0.796508,203523
3726,26.23438897,50.80732562,68.36130096,0.796476,203555
3727,32.86762927,50.50726967,68.36130096,0.796435,203596
3728,103.7473345,50.925802,68.36130096,0.796312,203719
3729,33.59805474,50.8752611,68.36130096,0.796271,203760
3730,36.04324666,51.06994791,68.36130096,0.796227,203804
3731,25.55321469,51.11796728,68.36130096,0.796196,203835
3732,58.59777856,50.97875449,68.36130096,0.796127,203904
3733,45.3028654,50.60124405,68.36130096,0.796072,203959
3734,22.65470763,50.69521961,68.36130096,0.796044,203987
3735,33.24705581,50.73911428,68.36130096,0.796004,204027
3736,89.26614968,51.17567748,68.36130096,0.795895,204136
3737,97.71634133,51.93041371,68.36130096,0.795775,204256
3738,18.08203713,51.75623505,68.36130096,0.795752,204279
3739,23.9458341,51.48230228,68.36130096,0.795722,204309
3740,17.52342358,50.66234925,68.36130096,0.795701,204330
3741,11.65644582,49.31258978,68.36130096,0.795686,204345
3742,37.24362438,49.0807298,68.36130096,0.79564,204391
3743,42.47376281,49.32210962,68.36130096,0.795588,204443
3744,34.29523665,49.42669813,68.36130096,0.795547,204484
3745,28.95999311,49.59819133,68.36130096,0.795512,204519
3746,14.92831419,49.15076345,68.36130096,0.795494,204537
3747,155.7875737,50.12281885,68.36130096,0.795306,204725
3748,10.84833035,47.97096642,68.36130096,0.795292,204739
3749,35.57484568,47.40692618,68.36130096,0.795248,204783
3750,12.42910471,47.22691944,68.36130096,0.795233,204798
3751,35.76335859,47.41756997,68.36130096,0.795189,204842
3752,15.13348881,47.11495717,68.36130096,0.79517,204861
3753,87.25043892,46.85245755,68.36130096,0.795066,204965
3754,29.77466733,46.43158553,68.36130096,0.795029,205002
3755,27.736243,46.57582866,68.36130096,0.794996,205035
3756,95.03675224,46.34614979,68.36130096,0.794883,205148
3757,15.6590469,46.41875673,68.36130096,0.794863,205168
3758,28.16110338,46.54508793,68.36130096,0.794829,205202
3759,29.67888571,45.99170945,68.36130096,0.794794,205237
3760,37.78163684,46.25345291,68.36130096,0.794749,205282
3761,98.94440205,46.28390459,68.36130096,0.79463,205401
3762,9.525383379,46.1179204,68.36130096,0.794618,205413
3763,71.0237258,46.48138118,68.36130096,0.794531,205500
3764,47.51814202,46.62725864,68.36130096,0.794474,205557
3765,16.34722388,46.01304667,68.36130096,0.794454,205577
3766,64.79969437,45.96636129,68.36130096,0.794376,205655
3767,63.59379531,46.17758941,68.36130096,0.794301,205730
3768,17.68052754,46.20918788,68.36130096,0.79428,205751
3769,34.8605829,46.23772202,68.36130096,0.794239,205792
3770,8.974216771,45.51939517,68.36130096,0.794228,205803
3771,17.14001496,44.65204165,68.36130096,0.794206,205825
3772,144.8119514,45.1676602,68.36130096,0.794031,206000
3773,53.12980688,45.44771067,68.36130096,0.793966,206065
3774,24.72654061,45.39994379,68.36130096,0.793935,206096
3775,14.94161289,45.41910434,68.36130096,0.793917,206114
3776,30.42951601,45.29792273,68.36130096,0.79388,206151
3777,72.40501019,45.1717873,68.36130096,0.793791,206240
3778,15.21681504,45.08271075,68.36130096,0.793772,206259
3779,44.53817535,44.88894138,68.36130096,0.793719,206312
3780,27.28837899,43.808852,68.36130096,0.793685,206346
3781,11.04785835,43.47757343,68.36130096,0.793671,206360
3782,23.79383464,43.61927343,68.36130096,0.793642,206389
3783,69.2678036,44.03997068,68.36130096,0.793558,206473
3784,30.27440279,43.79789702,68.36130096,0.793522,206509
3785,10.2766373,42.8901698,68.36130096,0.793509,206522
3786,27.29693393,43.02305876,68.36130096,0.793476,206555
3787,49.50105281,43.26058272,68.36130096,0.793415,206616
3788,27.37314955,43.40068678,68.36130096,0.79338,206651
3789,15.81813777,43.00067991,68.36130096,0.79336,206671
3790,66.19735151,43.54522215,68.36130096,0.793278,206753
3791,18.31756753,42.53519526,68.36130096,0.793256,206775
3792,19.74075008,42.62500861,68.36130096,0.793232,206799
3793,15.85178412,42.63476303,68.36130096,0.793213,206818
3794,38.4651128,42.89485955,68.36130096,0.793166,206865
3795,9.710813742,42.69759937,68.36130096,0.793153,206878
3796,32.86828102,42.59071263,68.36130096,0.793114,206917
3797,8.899834685,42.57384326,68.36130096,0.793103,206928
3798,39.1852283,42.73465136,68.36130096,0.793057,206974
3799,8.598243718,42.74158399,68.36130096,0.793046,206985
3800,58.97138653,43.02427078,68.36130096,0.792975,207056
3801,12.32592409,43.0067168,68.36130096,0.79296,207071
3802,40.83430269,42.32684795,68.36130096,0.792909,207122
3803,60.48934391,41.73522915,68.36130096,0.792835,207196
3804,15.8574262,41.04715964,68.36130096,0.792815,207216
3805,18.26353499,41.13501965,68.36130096,0.792792,207239
3806,58.86423722,40.00382135,68.36130096,0.792722,207309
3807,56.00211146,39.76284822,68.36130096,0.792653,207378
3808,31.76882139,39.99171772,68.36130096,0.792614,207417
3809,46.0776666,40.27984232,68.36130096,0.792559,207472
3810,9.443086068,39.91089432,68.36130096,0.792547,207484
3811,41.10648344,39.49803199,68.36130096,0.792497,207534
3812,65.07187426,40.0011128,68.36130096,0.792419,207612
3813,69.58147586,40.21045609,68.36130096,0.792336,207695
3814,53.36738495,40.46241689,68.36130096,0.792271,207760
3815,72.12752606,40.91760742,68.36130096,0.792185,207846
3816,30.50946404,40.40601484,68.36130096,0.792148,207883
3817,50.0189971,40.72355352,68.36130096,0.792088,207943
3818,93.89173789,41.05175721,68.36130096,0.791976,208055
3819,59.2661857,40.9406361,68.36130096,0.791904,208127
3820,23.37790478,40.95044539,68.36130096,0.791875,208156
3821,17.70785174,40.18023376,68.36130096,0.791853,208178
3822,40.8428929,40.17492376,68.36130096,0.791805,208226
3823,10.65452537,40.11494922,68.36130096,0.791791,208240
3824,22.55830785,39.96693531,68.36130096,0.791763,208268
3825,45.76216601,39.55675829,68.36130096,0.791707,208324
3826,13.50301736,39.42944457,68.36130096,0.79169,208341
3827,23.72347066,39.33800299,68.36130096,0.791661,208370
3828,22.04375634,38.5209672,68.36130096,0.791634,208397
3829,20.92872735,38.39427393,68.36130096,0.791609,208422
3830,15.83197222,38.19216119,68.36130096,0.79159,208441
3831,8.420869323,38.02083773,68.36130096,0.791579,208452
3832,121.9824971,38.65468492,68.36130096,0.791429,208602
3833,29.72504209,38.49890669,68.36130096,0.791394,208637
3834,32.47088698,38.59706848,68.36130096,0.791353,208678
3835,43.05083035,38.69510622,68.36130096,0.791302,208729
3836,9.953528522,37.90198001,68.36130096,0.791289,208742
3837,14.56338334,37.07045043,68.36130096,0.791271,208760
3838,175.6473219,38.64610328,68.36130096,0.791061,208970
3839,59.91418243,39.00578676,68.36130096,0.790988,209043
3840,95.62794348,39.78683196,68.36130096,0.790873,209158
3841,9.651574994,39.76678325,68.36130096,0.790861,209170
3842,45.79315274,39.85227854,68.36130096,0.790807,209224
3843,25.07875429,39.67832845,68.36130096,0.790776,209255
3844,10.67342657,39.44211035,68.36130096,0.790762,209269
3845,69.8827763,39.85133818,68.36130096,0.790678,209353
3846,133.1852632,41.03390767,68.36130096,0.790516,209515
3847,7.37798689,39.54981181,68.36130096,0.790506,209525
3848,46.9543964,39.91087247,68.36130096,0.79045,209581
3849,26.46097737,39.81973378,68.36130096,0.790417,209614
3850,80.29718811,40.49841462,68.36130096,0.790321,209710
3851,72.41229833,40.86490401,68.36130096,0.790235,209796
3852,101.7638808,41.73120793,68.36130096,0.790114,209917
3853,19.40110854,41.05271463,68.36130096,0.79009,209941
3854,17.29939906,40.92796195,68.36130096,0.790068,209963
3855,66.29558384,41.31355536,68.36130096,0.789991,210040
3856,59.43966106,40.95758444,68.36130096,0.789917,210114
3857,22.06255008,41.02161948,68.36130096,0.789891,210140
3858,97.07278015,41.71073624,68.36130096,0.789774,210257
3859,22.85070921,41.64245448,68.36130096,0.789746,210285
3860,78.48478392,42.04948595,68.36130096,0.789651,210380
3861,14.15200176,41.20156195,68.36130096,0.789633,210398
3862,16.12270853,41.2675352,68.36130096,0.789613,210418
3863,10.67190041,40.66401694,68.36130096,0.7896,210431
3864,7.70060442,40.26584157,68.36130096,0.78959,210441
3865,36.00413155,40.46241064,68.36130096,0.789546,210485
3866,55.98545116,40.37426821,68.36130096,0.789477,210554
3867,40.83703163,40.14670058,68.36130096,0.789429,210602
3868,179.2445913,41.76234121,68.36130096,0.789211,210820
3869,11.75725836,41.53130797,68.36130096,0.789196,210835
3870,17.55186233,41.61708442,68.36130096,0.789174,210857
3871,54.68948366,41.99257911,68.36130096,0.789109,210922
3872,29.69186945,40.84137829,68.36130096,0.789072,210959
3873,42.21670154,40.73224724,68.36130096,0.78902,211011
3874,34.76356304,40.83261746,68.36130096,0.788976,211055
3875,8.370582421,40.76690716,68.36130096,0.788965,211066
3876,14.66617287,40.60927373,68.36130096,0.788947,211084
3877,89.10441992,40.77626782,68.36130096,0.788835,211196
3878,172.1460124,42.3455598,68.36130096,0.788627,211404
3879,135.5544634,43.25572268,68.36130096,0.788465,211566
3880,39.29464799,43.37578537,68.36130096,0.788417,211614
3881,14.57164399,43.41102322,68.36130096,0.788399,211632
3882,33.44907706,43.50757565,68.36130096,0.788358,211673
3883,85.13045267,43.66620214,68.36130096,0.788253,211778
3884,45.86932159,43.82215133,68.36130096,0.788195,211836
3885,24.78768836,43.96726184,68.36130096,0.788164,211867
3886,37.13587234,44.06565122,68.36130096,0.788119,211912
3887,49.23382614,44.06297895,68.36130096,0.78806,211971
3888,13.13078932,43.92055535,68.36130096,0.788044,211987
3889,11.13986067,43.87377258,68.36130096,0.788029,212002
3890,74.69866217,43.95878569,68.36130096,0.787938,212093
3891,132.3273622,45.09888363,68.36130096,0.78778,212251
3892,67.5616932,45.57709307,68.36130096,0.787697,212334
3893,12.91534838,45.54772871,68.36130096,0.787681,212350
3894,42.54261738,45.58850375,68.36130096,0.787631,212400
3895,46.06501333,45.95204575,68.36130096,0.787575,212456
3896,10.72607411,45.73062368,68.36130096,0.787561,212470
3897,57.26938223,46.21431916,68.36130096,0.78749,212541
3898,11.80835372,45.94055041,68.36130096,0.787475,212556
3899,109.2986113,46.94755409,68.36130096,0.787343,212688
3900,9.852938984,46.45636961,68.36130096,0.78733,212701
3901,52.9474813,46.86258518,68.36130096,0.787266,212765
3902,20.85641009,46.66280626,68.36130096,0.787241,212790
3903,68.88967852,46.7468096,68.36130096,0.787158,212873
3904,10.99490348,46.69818438,68.36130096,0.787144,212887
3905,45.14994862,46.96704851,68.36130096,0.787088,212943
3906,97.15547507,47.34996089,68.36130096,0.786971,213060
3907,50.92715183,47.29921129,68.36130096,0.786908,213123
3908,194.5388622,48.9269117,68.36130096,0.786672,213359
3909,70.88241161,49.17495915,68.36130096,0.786587,213444
3910,20.03208107,49.2808491,68.36130096,0.786562,213469
3911,104.7627252,49.91741152,68.36130096,0.786435,213596
3912,48.24918199,49.7491846,68.36130096,0.786376,213655
3913,35.48562684,49.40822611,68.36130096,0.786333,213698
3914,25.67221615,49.13127442,68.36130096,0.786302,213729
3915,46.50199687,48.87501913,68.36130096,0.786245,213786
3916,87.82017316,49.44812622,68.36130096,0.786139,213892
3917,18.08129818,49.12874923,68.36130096,0.786117,213914
3918,53.98951098,48.72972696,68.36130096,0.786052,213979
3919,38.00601919,48.51712529,68.36130096,0.786005,214026
3920,43.52536335,48.71859988,68.36130096,0.785952,214079
3921,114.9428999,49.69095036,68.36130096,0.785814,214217
3922,38.45232633,49.6670447,68.36130096,0.785768,214263
3923,24.82706325,49.80877007,68.36130096,0.785737,214294
3924,128.3429311,50.86661631,68.36130096,0.785581,214450
3925,24.8642063,50.65763671,68.36130096,0.78555,214481
3926,27.42358937,50.79684243,68.36130096,0.785517,214514
3927,13.99088279,50.69951655,68.36130096,0.785499,214532
3928,42.51263851,50.90420537,68.36130096,0.785447,214584
3929,67.70608171,51.37197892,68.36130096,0.785366,214665
3930,99.26021918,52.20626139,68.36130096,0.785247,214784
3931,43.20794075,52.5541321,68.36130096,0.785195,214836
3932,124.4513422,52.57882055,68.36130096,0.785042,214989
3933,97.00129225,53.25158305,68.36130096,0.784929,215102
3934,52.54092404,53.45228342,68.36130096,0.784864,215167
3935,176.3541007,54.78531613,68.36130096,0.784654,215377
3936,134.9683615,56.03546446,68.36130096,0.784492,215539
3937,56.49426409,56.45477327,68.36130096,0.784422,215609
3938,62.72710935,55.32557114,68.36130096,0.784345,215686
3939,60.17773576,55.32820667,68.36130096,0.784273,215758
3940,9.516010749,54.46708735,68.36130096,0.784261,215770
3941,13.94068329,54.50997843,68.36130096,0.784243,215788
3942,44.90877285,54.50113463,68.36130096,0.784188,215843
3943,62.66521971,54.87699928,68.36130096,0.784109,215922
3944,61.28511701,55.38311619,68.36130096,0.784036,215995
3945,24.31516152,54.92744004,68.36130096,0.784006,216025
3946,43.40635137,54.02965092,68.36130096,0.783952,216079
3947,78.6935962,54.74280702,68.36130096,0.783857,216174
3948,96.35620049,55.23682506,68.36130096,0.783741,216290
3949,126.4033434,56.23624872,68.36130096,0.783586,216445
3950,11.49155209,55.54819236,68.36130096,0.783572,216459
3951,19.2406742,55.01647612,68.36130096,0.783549,216482
3952,8.503161405,54.08386892,68.36130096,0.783538,216493
3953,169.2384218,55.58224205,68.36130096,0.783331,216700
3954,78.81369195,56.19738498,68.36130096,0.783234,216797
3955,48.67637715,56.02119292,68.36130096,0.783173,216858
3956,50.37948721,55.93059118,68.36130096,0.783112,216919
3957,45.7437564,56.16740324,68.36130096,0.783055,216976
3958,27.11369545,55.46781239,68.36130096,0.783021,217010
3959,20.73153004,55.4466206,68.36130096,0.782995,217036
3960,34.37993961,55.00557216,68.36130096,0.782953,217078
3961,37.81532486,55.24220539,68.36130096,0.782907,217124
3962,31.82348563,55.39921316,68.36130096,0.782867,217164
3963,78.10345713,56.07352873,68.36130096,0.782771,217260
3964,15.76495652,56.15417225,68.36130096,0.782752,217279
3965,7.030920111,55.86444013,68.36130096,0.782743,217288
3966,43.19612011,55.73654682,68.36130096,0.782692,217339
3967,57.94294967,55.907606,68.36130096,0.78262,217411
3968,29.4835376,54.40999547,68.36130096,0.782584,217447
3969,65.65916381,54.94901452,68.36130096,0.782504,217527
3970,11.42554447,54.88775134,68.36130096,0.78249,217541
3971,10.33657497,54.44422226,68.36130096,0.782477,217554
3972,39.42356278,54.54153919,68.36130096,0.782429,217602
3973,34.32033204,54.46257549,68.36130096,0.782386,217645
3974,66.62947505,54.78123461,68.36130096,0.782307,217724
3975,11.94597595,54.81698855,68.36130096,0.782291,217740
3976,44.9791255,55.12011808,68.36130096,0.782235,217796
3977,10.11269545,54.33020083,68.36130096,0.782222,217809
3978,24.12273504,52.84996806,68.36130096,0.782193,217838
3979,9.107833156,51.58550176,68.36130096,0.782181,217850
3980,11.52156553,51.30777093,68.36130096,0.782166,217865
3981,103.6772488,52.19882698,68.36130096,0.782041,217990
3982,28.99699608,52.15430617,68.36130096,0.782005,218026
3983,14.04000976,51.44340174,68.36130096,0.781988,218043
3984,75.20752506,51.73678377,68.36130096,0.781897,218134
3985,29.60443475,51.78495124,68.36130096,0.781859,218172
3986,96.58329163,52.37942543,68.36130096,0.781743,218288
3987,53.62421763,52.42332935,68.36130096,0.781679,218352
3988,54.65038635,52.83852532,68.36130096,0.781614,218417
3989,42.91009829,53.15622769,68.36130096,0.781562,218469
3990,152.3351955,53.93259303,68.36130096,0.781382,218649
3991,22.87930957,52.8381125,68.36130096,0.781353,218678
3992,75.00621376,52.91255771,68.36130096,0.781262,218769
3993,11.13855836,52.89478981,68.36130096,0.781248,218783
3994,57.65831987,53.04594683,68.36130096,0.781178,218853
3995,145.5073123,54.04036982,68.36130096,0.781001,219030
3996,48.56862022,54.41879528,68.36130096,0.780943,219088
3997,17.09046169,54.01700608,68.36130096,0.780922,219109
3998,44.18207341,54.34074327,68.36130096,0.780868,219163
3999,37.04072812,53.61816444,68.36130096,0.780824,219207
4000,39.70718537,53.91670691,68.36130096,0.780777,219254
4001,36.62182168,53.75345031,68.36130096,0.780734,219297
4002,25.10180234,53.79590423,68.36130096,0.780702,219329
4003,38.47591863,53.49176663,68.36130096,0.780657,219374
4004,58.38335849,53.96565118,68.36130096,0.780586,219445
4005,100.414481,54.51829651,68.36130096,0.780463,219568
4006,124.1257842,54.7879996,68.36130096,0.780314,219717
4007,15.14347477,54.43016283,68.36130096,0.780295,219736
4008,10.32413689,52.58801557,68.36130096,0.780282,219749
4009,47.66362496,52.35582771,68.36130096,0.780224,219807
4010,11.60094298,52.27151633,68.36130096,0.780209,219822
4011,18.67534399,51.41064252,68.36130096,0.780186,219845
4012,25.33412197,51.18149191,68.36130096,0.780154,219877
4013,12.22752862,50.94891093,68.36130096,0.780139,219892
4014,83.20703661,51.52425914,68.36130096,0.780039,219992
4015,36.08768623,51.42011603,68.36130096,0.779994,220037
4016,182.501911,52.36693341,68.36130096,0.779771,220260
4017,39.67960872,52.58291651,68.36130096,0.779724,220307
4018,67.10021001,52.71402351,68.36130096,0.779643,220388
4019,108.7381968,53.42134528,68.36130096,0.779511,220520
4020,119.6012159,54.18210381,68.36130096,0.779367,220664
4021,53.33584283,53.56603324,68.36130096,0.779303,220728
4022,36.89029064,53.55041288,68.36130096,0.779259,220772
4023,99.05899824,54.29273223,68.36130096,0.779141,220890
4024,15.804656,53.16734948,68.36130096,0.779122,220909
4025,72.1330486,53.6400379,68.36130096,0.779037,220994
4026,43.94401291,53.80524214,68.36130096,0.778982,221049
4027,128.8282547,54.95361585,68.36130096,0.778828,221203
4028,74.90366765,55.27752615,68.36130096,0.778737,221294
4029,33.62365892,54.93670192,68.36130096,0.778695,221336
4030,207.478059,56.01888032,68.36130096,0.778444,221587
4031,54.52325045,56.13203341,68.36130096,0.778377,221654
4032,30.39210915,55.19144108,68.36130096,0.77834,221691
4033,79.2333071,55.01376123,68.36130096,0.778244,221787
4034,19.66490128,54.685001,68.36130096,0.77822,221811
4035,25.22729351,53.17373293,68.36130096,0.77819,221841
4036,11.80721621,51.94212148,68.36130096,0.778175,221856
4037,14.28826353,51.52006147,68.36130096,0.778157,221874
4038,50.66156316,51.39940601,68.36130096,0.778095,221936
4039,28.62527043,51.08388136,68.36130096,0.778059,221972
4040,15.62967498,51.145018,68.36130096,0.77804,221991
4041,38.97838815,51.39539505,68.36130096,0.777991,222040
4042,45.91483923,51.40545571,68.36130096,0.777936,222095
4043,24.29656788,51.02176919,68.36130096,0.777907,222124
4044,47.79191457,50.88683717,68.36130096,0.777849,222182
4045,29.48043709,50.93848993,68.36130096,0.777813,222218
4046,58.67045675,51.09113098,68.36130096,0.777741,222290
4047,43.26950677,50.73689009,68.36130096,0.777687,222344
4048,24.16448006,50.01497288,68.36130096,0.777658,222373
4049,239.8524224,51.14946367,68.36130096,0.777367,222664
4050,80.48357416,51.83938389,68.36130096,0.777272,222759
4051,112.8546416,52.77552357,68.36130096,0.777135,222896
4052,7.959310398,52.77008506,68.36130096,0.777125,222906
4053,11.99454152,51.19764625,68.36130096,0.77711,222921
4054,28.42151401,50.69372447,68.36130096,0.777075,222956
4055,53.34748624,50.74043557,68.36130096,0.77701,223021
4056,102.5856823,51.26249752,68.36130096,0.776885,223146
4057,11.42991437,50.9193591,68.36130096,0.776871,223160
4058,21.19576228,50.86017976,68.36130096,0.776845,223186
4059,29.12911653,50.94415563,68.36130096,0.77681,223221
4060,30.98982237,50.91025446,68.36130096,0.776772,223259
4061,30.52727658,50.83737397,68.36130096,0.776735,223296
4062,21.00428727,50.72918199,68.36130096,0.776709,223322
4063,67.06718018,50.61881922,68.36130096,0.776631,223400
4064,31.26713616,50.77384102,68.36130096,0.776593,223438
4065,80.8509757,51.51204157,68.36130096,0.776496,223535
4066,20.31679129,51.28324829,68.36130096,0.77647,223561
4067,26.89307207,50.97274951,68.36130096,0.776436,223595
4068,34.5479981,51.02339411,68.36130096,0.776393,223638
4069,10.29285301,50.46973101,68.36130096,0.776379,223652
4070,72.47112625,51.08018682,68.36130096,0.776292,223739
4071,31.37098217,51.2905309,68.36130096,0.776255,223776
4072,39.19768074,51.28827208,68.36130096,0.776207,223824
4073,39.40565515,51.33912531,68.36130096,0.776158,223873
4074,26.51250744,50.93795563,68.36130096,0.776126,223905
4075,8.586848647,50.90436436,68.36130096,0.776115,223916
4076,17.66662436,50.63123935,68.36130096,0.776093,223938
4077,138.7988636,51.91810103,68.36130096,0.775928,224103
4078,12.96972144,51.80657089,68.36130096,0.775912,224119
4079,38.24281867,52.09792075,68.36130096,0.775865,224166
4080,26.07333936,52.24343848,68.36130096,0.775833,224198
4081,64.00517584,51.84671776,68.36130096,0.775755,224276
4082,88.87882324,52.44553603,68.36130096,0.775647,224384
4083,20.01011091,52.50523704,68.36130096,0.775622,224409
4084,46.485804,52.21801983,68.36130096,0.775565,224466
4085,94.65233547,52.86849884,68.36130096,0.775452,224579
4086,66.08460708,52.56351199,68.36130096,0.775373,224658
4087,91.77880603,52.94505787,68.36130096,0.775261,224770
4088,48.90927417,52.88764675,68.36130096,0.7752,224831
4089,41.74733466,52.87601912,68.36130096,0.77515,224881
4090,44.26096569,51.79527682,68.36130096,0.775096,224935
4091,13.89486273,51.70543235,68.36130096,0.775078,224953
4092,42.36692012,51.37903941,68.36130096,0.775025,225006
4093,20.56987997,51.47335263,68.36130096,0.775,225031
4094,73.43330432,51.63110247,68.36130096,0.774913,225118
4095,24.57634358,50.42179279,68.36130096,0.774883,225148
4096,18.27875841,50.11889417,68.36130096,0.77486,225171
4097,71.95489214,50.66753847,68.36130096,0.774774,225257
4098,26.62730426,50.49199078,68.36130096,0.774741,225290
4099,44.52156724,50.56679917,68.36130096,0.774686,225345
4100,15.69372272,50.32666455,68.36130096,0.774666,225365
4101,42.84323711,50.3888787,68.36130096,0.774614,225417
4102,13.5150052,50.27301073,68.36130096,0.774597,225434
4103,44.32773089,50.33152885,68.36130096,0.774543,225488
4104,19.72358828,49.94493115,68.36130096,0.774519,225512
4105,29.84619622,49.2392483,68.36130096,0.774483,225548
4106,51.48298221,48.51282028,68.36130096,0.774421,225610
4107,84.09940326,49.20237957,68.36130096,0.774317,225714
4108,36.12236071,49.4603618,68.36130096,0.774273,225758
4109,81.67622902,49.80048784,68.36130096,0.774175,225856
4110,63.34550746,50.31793349,68.36130096,0.7741,225931
4111,61.21896994,50.74336975,68.36130096,0.774027,226004
4112,71.42636391,51.20429217,68.36130096,0.773941,226090
4113,90.27689643,51.98478585,68.36130096,0.773831,226200
4114,19.9272037,51.35198752,68.36130096,0.773806,226225
4115,23.1473746,51.2225844,68.36130096,0.773776,226255
4116,13.32726154,49.53083791,68.36130096,0.773759,226272
4117,26.65774056,49.40061923,68.36130096,0.773727,226304
4118,35.69682598,49.08658538,68.36130096,0.773682,226349
4119,69.32700969,48.69247351,68.36130096,0.773599,226432
4120,31.03688685,47.80683022,68.36130096,0.773561,226470
4121,12.51622775,47.39863407,68.36130096,0.773545,226486
4122,12.24407096,47.15217188,68.36130096,0.773529,226502
4123,36.2325126,46.52390702,68.36130096,0.773484,226547
4124,88.9036428,47.25489689,68.36130096,0.773377,226654
4125,13.26426441,46.66620905,68.36130096,0.773361,226670
4126,18.82195156,46.41498843,68.36130096,0.773338,226693
4127,16.76796882,45.29438557,68.36130096,0.773316,226715
4128,69.78316494,45.24318055,68.36130096,0.773231,226800
4129,42.16770444,45.328621,68.36130096,0.773179,226852
4130,107.3984937,44.32782535,68.36130096,0.773047,226984
4131,74.81275395,44.53072038,68.36130096,0.772957,227074
4132,30.98471821,44.53664647,68.36130096,0.772919,227112
4133,19.62090538,43.94052246,68.36130096,0.772895,227136
4134,27.68806209,44.02075406,68.36130096,0.772861,227170
4135,47.94922138,44.24797334,68.36130096,0.772802,227229
4136,102.2255036,45.15215622,68.36130096,0.772678,227353
4137,20.13805071,45.21065409,68.36130096,0.772654,227377
4138,123.0629474,45.93466793,68.36130096,0.772505,227526
4139,20.38124564,45.85222768,68.36130096,0.77248,227551
4140,26.7923822,45.96385476,68.36130096,0.772447,227584
4141,26.08090836,45.83487996,68.36130096,0.772415,227616
4142,22.04085378,45.5961401,68.36130096,0.772388,227643
4143,116.9664362,46.52283879,68.36130096,0.772245,227786
4144,74.99568109,46.79487645,68.36130096,0.772154,227877
4145,8.06526596,46.58072474,68.36130096,0.772144,227887
4146,41.78966976,46.41191687,68.36130096,0.772092,227939
4147,18.09591733,46.16018098,68.36130096,0.772069,227962
4148,74.70798337,46.66561601,68.36130096,0.771979,228052
4149,120.8643781,45.47573557,68.36130096,0.771833,228198
4150,67.68587527,45.34775858,68.36130096,0.771749,228282
4151,11.14898351,44.330702,68.36130096,0.771735,228296
4152,63.05693464,44.88167824,68.36130096,0.771659,228372
4153,78.96992464,45.55143207,68.36130096,0.771565,228466
4154,113.2718845,46.39993578,68.36130096,0.77143,228601
4155,22.68379856,46.0932989,68.36130096,0.771403,228628
4156,99.99368823,46.06737896,68.36130096,0.771282,228749
4157,15.75193974,46.11059921,68.36130096,0.771263,228768
4158,31.26962813,46.21133787,68.36130096,0.771224,228807
4159,89.97605649,46.81980727,68.36130096,0.771113,228918
4160,27.85476392,46.78845668,68.36130096,0.771079,228952
4161,62.50393329,47.10822325,68.36130096,0.771003,229028
4162,9.736648487,46.99554686,68.36130096,0.770991,229040
4163,8.759335358,46.41246842,68.36130096,0.77098,229051
4164,59.987045,46.6996675,68.36130096,0.770909,229122
4165,7.644264261,45.96760039,68.36130096,0.770899,229132
4166,9.909818195,45.86353066,68.36130096,0.770886,229145
4167,40.42566963,45.99885663,68.36130096,0.770836,229195
4168,20.71050189,45.86048167,68.36130096,0.770811,229220
4169,8.56490094,45.84320215,68.36130096,0.7708,229231
4170,28.53809598,45.40387185,68.36130096,0.770766,229265
4171,144.2377048,46.53253908,68.36130096,0.770593,229438
4172,15.32844849,46.29384675,68.36130096,0.770574,229457
4173,14.01931675,46.03998337,68.36130096,0.770557,229474
4174,15.21745338,45.92703283,68.36130096,0.770538,229493
4175,22.17543674,46.06291871,68.36130096,0.770511,229520
4176,41.9717529,46.30596999,68.36130096,0.770461,229570
4177,56.91880613,45.48716942,68.36130096,0.770391,229640
4178,16.54411958,45.5229134,68.36130096,0.77037,229661
4179,8.818012084,45.22866534,68.36130096,0.770359,229672
4180,14.60736092,45.11400555,68.36130096,0.770341,229690
4181,21.01172792,44.68407107,68.36130096,0.770315,229716
4182,64.850579,44.44378863,68.36130096,0.770238,229793
4183,23.72417535,44.48092927,68.36130096,0.770209,229822
4184,28.15848638,44.2976561,68.36130096,0.770173,229858
4185,120.0661963,44.55179471,68.36130096,0.770028,230003
4186,41.93399474,44.31028858,68.36130096,0.769976,230055
4187,8.402342264,43.47652394,68.36130096,0.769965,230066
4188,43.00594044,43.41749061,68.36130096,0.769915,230116
4189,57.74276867,43.57744495,68.36130096,0.769847,230184
4190,14.96851869,43.28452048,68.36130096,0.769828,230203
4191,72.25221051,43.86809396,68.36130096,0.769741,230290
4192,15.47156841,43.59914044,68.36130096,0.769722,230309
4193,35.73144838,43.75075612,68.36130096,0.769677,230354
4194,10.52952404,43.12171832,68.36130096,0.769664,230367
4195,31.59731054,43.19192799,68.36130096,0.769625,230406
4196,121.4161959,44.22330236,68.36130096,0.769479,230552
4197,78.91557445,44.29290919,68.36130096,0.769383,230648
4198,20.93917843,44.23602793,68.36130096,0.769358,230673
4199,15.2281656,43.94309391,68.36130096,0.769339,230692
4200,63.76455358,44.42380222,68.36130096,0.769262,230769
4201,13.58749597,44.13124481,68.36130096,0.769245,230786
4202,76.35376742,44.75963243,68.36130096,0.769154,230877
